@relation project-weka.filters.unsupervised.attribute.Remove-R11-weka.filters.unsupervised.attribute.ReplaceMissingValues

@attribute SalaryUSD {Low,High,High-Mid,Low-Mid}
@attribute Country {Sweden,USA,UK,Pakistan,Paraguay,India,Serbia-and-Montenegro,Germany,Canada,Dominican-Republic,Slovakia,Brazil,France,Poland,Romania,Ireland,South-Africa,Portugal,CostaRica,Israel,Argentina,Peru,Australia,Venezuela,Spain,Belgium,Malaysia,Netherlands,Russia,Italy,Finland,Turkey,Austria,New-Zealand,Honduras,UAE,Guernsey,Norway,Luxembourg,PuertoRico,Guatemala,Greece,Denmark,Lithuania,Ukraine,Philippines,Hungary,Estonia,Caymans,Croatia,Indonesia,Thailand,Switzerland,Slovenia,Bosnia,Cyprus,Bulgaria,Singapore,Colombia,Chile,Iceland,Macedonia,Jersey,Latvia,CzechRepublic,Mexico,Bangladesh,China,Iran,Qatar,Ecuador,Uruguay,SaudiArabia,Vanuatu,Taiwan,Maldives,Armenia,Swaziland,Georgia,HK,Syria,Bahrain,Moldova,Nicaragua,Jamaica,Malta,Jordan,Uganda,Belarus,Nepal,Ghana,ElSalvador,Albania,Bolivia,Vietnam,Bermuda,Kenya}
@attribute PrimaryDatabase {M,P,A,MA,O,MS,RDS,MDB,DB2,SQLI,C,SAP,T,E}
@attribute YearsWithThisDatabase numeric
@attribute EmploymentStatus {E,EC,IC,P,I}
@attribute JobTitle {D,DBAP,DBAG,M,DA,DT,A,DBAD,E,AN,DS,DBA,PDE,DO,T,DBS,C,SA,S,DBABI,SRC,AC}
@attribute ManageStaff {Y,N}
@attribute YearsWithThisTypeOfJob numeric
@attribute HowManyCompanies numeric
@attribute OtherPeopleOnYourTeam numeric
@attribute EmploymentSector {PB,E,SG,LG,NP,FG,S}
@attribute CareerPlansThisYear {S,C,SR,SE}
@attribute Gender {M,F,NB}
@attribute DatabaseServers numeric
@attribute Education {'Bachelors (4 years)','None (no degree completed)',Masters,'Associates (2 years)',Doctorate/PhD}
@attribute Certifications {N,YesValid,YesExpired}
@attribute HoursWorkedPerWeek numeric
@attribute TelecommuteDaysPerWeek {zero,five,four,one,three,two}

@data
High,USA,M,4,E,DBA,N,15,2.371205,1,PB,S,M,18,'Bachelors (4 years)',YesExpired,45,zero
High-Mid,USA,M,10,E,DBA,N,12,2.371205,0,PB,S,M,15,'Bachelors (4 years)',YesExpired,40,zero
High,USA,M,5,E,A,Y,5,2.371205,0,PB,S,M,25,'Bachelors (4 years)',N,40,zero
High,USA,M,7,E,DBA,N,25,2.371205,0,PB,S,M,15,'Associates (2 years)',N,40,five
High,USA,M,15,E,A,N,3,2.371205,3,PB,S,M,2000,'Bachelors (4 years)',YesValid,40,five
Low,USA,M,6,E,DBA,N,1,2.371205,1,PB,S,M,4,'Bachelors (4 years)',YesValid,45,zero
High,USA,M,20,EC,DBAG,Y,10,2.371205,2,PB,S,M,100,'Associates (2 years)',YesValid,60,one
High,USA,M,16,E,DBA,N,8,2.371205,0,PB,S,M,6,'Bachelors (4 years)',YesExpired,50,zero
High,USA,M,8,E,DBA,N,8,2.371205,3,PB,S,M,10,'Bachelors (4 years)',YesExpired,40,two
Low-Mid,USA,M,10,E,DBA,N,4,2.371205,0,PB,S,M,3,'Bachelors (4 years)',N,70,zero
High,USA,M,18,E,E,N,22,2.371205,6,PB,S,M,30,Masters,N,40,zero
High,USA,M,19,E,E,N,1,2.371205,1,PB,S,M,5,'Bachelors (4 years)',N,40,five
Low,Russia,M,5,E,DT,Y,6,2.371205,2,PB,S,M,200,Masters,N,40,zero
Low,USA,M,8,E,E,Y,8,2.371205,0,SG,S,M,7,'Bachelors (4 years)',YesValid,42,zero
High,USA,M,15,E,A,Y,3,2.371205,0,PB,S,M,20,'Associates (2 years)',YesValid,50,one
Low,UK,M,3,E,DBA,Y,3,2.371205,3,PB,S,M,4,Masters,N,37,zero
Low-Mid,USA,M,8,E,DBA,N,8,2.371205,0,PB,S,M,12,'Bachelors (4 years)',N,40,five
High-Mid,USA,M,10,E,DBA,Y,5,2.371205,2,PB,S,M,300,'Bachelors (4 years)',N,45,five
High,Switzerland,M,21,E,E,Y,18,2.371205,0,PB,S,M,80,'None (no degree completed)',YesExpired,46,zero
Low,India,M,12,E,A,Y,4,2.371205,0,PB,S,M,22,'Bachelors (4 years)',YesValid,50,zero
Low-Mid,USA,M,7,E,D,N,7,2.371205,1,PB,S,M,5,'Bachelors (4 years)',N,45,five
High-Mid,USA,M,18,E,DBA,N,3,2.371205,0,PB,S,M,29,'Bachelors (4 years)',YesExpired,42,zero
High,USA,M,25,E,E,Y,5,2.371205,5,PB,S,M,410,'Bachelors (4 years)',YesExpired,45,zero
Low,UK,M,10,E,A,Y,5,2.371205,0,PB,S,M,100,'Bachelors (4 years)',N,40,zero
Low-Mid,USA,M,10,E,DBA,N,5,2.371205,2,SG,S,M,45,'Bachelors (4 years)',N,40,one
High,USA,M,13,E,M,Y,13,2.371205,0,PB,S,M,1,'Bachelors (4 years)',N,45,zero
High,USA,M,17,E,DBA,Y,18,2.371205,1,FG,S,M,40,'Bachelors (4 years)',N,50,one
High-Mid,USA,M,17,E,DBA,N,16,2.371205,3,PB,S,M,200,'Bachelors (4 years)',N,43,zero
Low,Germany,M,4,E,DT,N,4,2.371205,0,PB,S,M,9,Masters,YesExpired,50,zero
High,USA,M,10,E,DA,N,10,2.371205,0,PB,S,M,12,'Bachelors (4 years)',N,40,two
Low-Mid,Canada,M,17,E,DBA,N,3,2.371205,2,PB,S,M,500,'Associates (2 years)',N,38,one
High-Mid,USA,M,15,E,DBA,Y,5,2.371205,0,PB,S,M,12,Doctorate/PhD,YesExpired,50,zero
High-Mid,USA,M,15,E,DBA,N,24,2.371205,0,PB,S,M,45,'None (no degree completed)',N,40,five
High,USA,M,13,EC,E,N,1,2.371205,1,FG,S,M,50,'Bachelors (4 years)',N,40,zero
High-Mid,USA,M,12,E,DBA,N,2,2.371205,2,PB,S,M,13,'Bachelors (4 years)',N,40,zero
High-Mid,USA,M,15,EC,DBA,N,1,2.371205,0,PB,S,M,1,'Associates (2 years)',YesValid,45,four
High-Mid,USA,M,15,EC,DA,N,20,2.371205,6,PB,S,M,40,'Bachelors (4 years)',YesExpired,44,five
High-Mid,USA,M,11,E,DT,N,1,2.371205,6,PB,S,M,40,Masters,YesValid,50,zero
High-Mid,Uganda,M,15,E,DA,N,15,2.371205,4,PB,S,M,3,'Bachelors (4 years)',N,40,one
Low-Mid,USA,M,10,I,D,N,10,2.371205,0,PB,S,M,1,'Bachelors (4 years)',N,40,zero
Low-Mid,Canada,M,14,E,AN,Y,10,2.371205,0,PB,S,M,4,Masters,YesValid,40,zero
High-Mid,USA,M,20,E,DT,N,1,2.371205,0,PB,S,M,200,'Bachelors (4 years)',YesExpired,50,five
Low-Mid,USA,M,6,E,AN,N,2,2.371205,0,PB,S,M,5,'Bachelors (4 years)',N,45,four
High-Mid,USA,M,15,E,DBA,N,10,2.371205,4,PB,S,M,2500,Masters,YesExpired,50,five
High-Mid,USA,M,15,E,DBA,N,4,2.371205,3,PB,S,M,200,Doctorate/PhD,YesValid,50,five
High,USA,M,14,I,DA,N,25,2.371205,0,PB,S,M,100,'Bachelors (4 years)',N,45,five
High-Mid,USA,M,12,E,DBA,N,6,2.371205,0,PB,S,M,6,'Bachelors (4 years)',YesValid,50,zero
Low-Mid,USA,M,3,E,DBA,N,3,2.371205,2,PB,S,M,75,'Bachelors (4 years)',YesValid,40,zero
Low-Mid,USA,M,5,E,A,N,2,2.371205,0,LG,S,M,2,'Bachelors (4 years)',YesValid,40,zero
Low-Mid,USA,M,6,E,DBA,N,2,2.371205,1,LG,S,M,16,Masters,YesExpired,38,one
Low,Germany,M,6,E,DT,Y,6,2.371205,1,PB,S,M,100,'Bachelors (4 years)',N,42,zero
Low,USA,M,2,E,DBA,N,2,2.371205,1,PB,S,M,110,'Associates (2 years)',N,40,zero
High-Mid,USA,M,15,E,DBA,N,1,2.371205,1,PB,S,M,28,'None (no degree completed)',N,40,zero
Low-Mid,UK,M,6,E,DBA,Y,0,2.371205,0,PB,S,M,70,'None (no degree completed)',YesValid,35,zero
High-Mid,USA,M,13,E,DT,N,9,2.371205,6,PB,S,M,3,'Bachelors (4 years)',YesExpired,40,two
Low-Mid,USA,M,5,EC,DBA,N,4,2.371205,6,PB,S,M,50000,'Bachelors (4 years)',N,45,one
High-Mid,USA,M,23,E,DBA,N,2,2.371205,1,PB,S,M,32,'Bachelors (4 years)',N,50,one
High-Mid,USA,M,23,E,DA,N,1,2.371205,5,PB,S,M,10,'Bachelors (4 years)',YesValid,40,five
Low,Netherlands,M,17,EC,DBA,N,2,2.371205,2,PB,S,M,80,Masters,YesValid,40,two
High-Mid,USA,M,8,E,DA,N,8,2.371205,2,PB,S,M,2,'Bachelors (4 years)',N,42,one
Low-Mid,USA,M,18,E,DBA,N,15,2.371205,0,PB,S,M,7,'Bachelors (4 years)',YesExpired,40,two
Low,USA,M,15,E,DBA,N,5,2.371205,0,LG,S,M,15,'Associates (2 years)',YesExpired,40,zero
Low-Mid,USA,M,6,E,D,N,2,2.371205,1,PB,S,M,7,'Associates (2 years)',YesExpired,40,zero
Low-Mid,USA,M,8,E,DT,N,5,2.371205,0,PB,S,M,2,'Bachelors (4 years)',YesExpired,45,zero
Low-Mid,USA,M,12,E,DT,N,6,2.371205,0,PB,S,M,3,'Bachelors (4 years)',N,45,zero
High-Mid,USA,O,15,E,DBA,N,10,2.371205,2,LG,S,M,20,Masters,N,40,zero
High,USA,M,8,E,DBA,N,8,2.371205,1,PB,S,M,30,'None (no degree completed)',N,40,one
High-Mid,USA,M,6,E,DBA,N,0,2.371205,0,PB,S,M,16,'Bachelors (4 years)',N,45,one
High,USA,M,14,E,DS,N,14,2.371205,3,FG,S,M,8,Doctorate/PhD,N,48,zero
High,USA,M,10,E,DBA,Y,10,2.371205,1,PB,S,M,24,'None (no degree completed)',YesValid,40,zero
Low,USA,M,4,E,D,N,4,2.371205,0,PB,S,M,1,'Bachelors (4 years)',N,40,zero
Low-Mid,Ireland,M,15,E,A,Y,3,2.371205,3,SG,S,M,5,Masters,YesValid,45,zero
Low,Slovenia,M,2,E,DBA,N,2,2.371205,1,PB,S,M,50,'None (no degree completed)',YesValid,50,zero
High-Mid,USA,M,20,E,D,N,20,2.371205,2,PB,S,M,25,'Bachelors (4 years)',YesExpired,45,zero
Low-Mid,USA,M,10,E,DBA,N,10,2.371205,1,SG,S,M,5,'Bachelors (4 years)',N,40,zero
High,Canada,M,15,E,DBA,Y,20,2.371205,2,PB,S,M,20,'None (no degree completed)',YesExpired,50,five
High,USA,M,14,E,DBA,N,5,2.371205,0,PB,S,M,150,'Bachelors (4 years)',YesExpired,50,zero
High,USA,M,15,E,E,N,15,2.371205,0,PB,S,M,1,'Associates (2 years)',YesExpired,40,zero
High,USA,M,26,E,DBA,N,19,2.371205,2,SG,S,M,50,Masters,YesExpired,40,one
High,Australia,M,15,E,DBA,N,17,2.371205,6,PB,S,M,1200,'Bachelors (4 years)',YesExpired,43,one
Low-Mid,USA,M,4,E,DBA,N,4,2.371205,1,PB,S,M,60,'Bachelors (4 years)',N,45,one
High,USA,M,21,E,DBA,N,1,2.371205,6,PB,S,M,2500,'Bachelors (4 years)',YesExpired,45,one
Low,USA,M,5,E,DA,N,6,2.371205,2,PB,S,M,10,'Bachelors (4 years)',N,40,zero
High-Mid,USA,M,10,E,DBA,N,8,2.371205,1,PB,S,M,75,'Bachelors (4 years)',YesExpired,45,zero
Low-Mid,UK,M,4,E,DBA,N,4,2.371205,4,PB,S,M,600,'Bachelors (4 years)',YesExpired,40,one
High-Mid,USA,M,4,E,DA,N,20,2.371205,0,PB,S,M,6,'Bachelors (4 years)',N,40,zero
High-Mid,USA,M,4,E,E,N,7,2.371205,0,PB,S,M,50,Masters,YesValid,40,zero
High-Mid,USA,M,11,EC,DT,N,3,2.371205,1,FG,S,M,8,'None (no degree completed)',N,40,one
Low-Mid,USA,M,8,E,E,N,3,2.371205,0,PB,S,M,50,Masters,YesExpired,45,five
High-Mid,USA,M,10,E,DBA,Y,2,2.371205,1,PB,S,M,150,'Bachelors (4 years)',N,50,three
High-Mid,USA,M,15,E,DBA,N,5,2.371205,1,PB,S,M,250,'Associates (2 years)',YesExpired,50,one
Low,USA,M,25,E,DBAG,N,20,2.371205,0,PB,S,M,14,'None (no degree completed)',N,40,zero
High-Mid,USA,M,15,E,DBA,N,4,2.371205,2,PB,S,M,140,'Associates (2 years)',YesValid,40,zero
Low,Canada,M,10,E,DBA,N,12,2.371205,1,PB,S,M,120,'Associates (2 years)',N,38,zero
Low-Mid,USA,M,2,E,E,N,31,2.371205,0,PB,S,M,3,'Bachelors (4 years)',N,50,zero
Low-Mid,Israel,M,5,E,DBA,N,5,2.371205,4,PB,S,M,10,'Bachelors (4 years)',N,47,zero
Low-Mid,USA,M,3,E,AN,Y,2,2.371205,0,PB,S,M,5,Masters,N,38,zero
Low-Mid,USA,M,4,E,DBA,N,4,2.371205,3,PB,S,M,50,'Associates (2 years)',N,50,zero
High-Mid,USA,M,16,EC,DBA,N,1,2.371205,6,PB,S,M,100,Masters,N,40,five
Low-Mid,USA,M,10,E,E,N,8,2.371205,4,PB,S,M,500,'None (no degree completed)',N,46,one
Low-Mid,USA,M,4,E,DBA,N,4,2.371205,3,PB,S,M,2500,'None (no degree completed)',YesValid,40,zero
High,USA,M,12,E,A,Y,2,2.371205,0,FG,S,M,15,'Bachelors (4 years)',YesExpired,40,one
Low,USA,M,3,I,DA,N,3,2.371205,1,PB,S,M,7,'Bachelors (4 years)',N,24,zero
High,USA,M,19,I,A,Y,13,2.371205,3,PB,S,M,14,Masters,N,48,three
High,USA,M,6,E,DT,N,6,2.371205,1,PB,S,M,15,'Bachelors (4 years)',N,40,zero
High-Mid,Canada,M,10,E,A,N,1,2.371205,1,PB,S,M,120,'Associates (2 years)',YesExpired,40,three
High,USA,M,15,E,DT,N,15,2.371205,6,PB,S,M,25,Masters,YesExpired,30,zero
Low-Mid,Netherlands,DB2,31,I,DBA,Y,37,2.371205,0,PB,S,M,15,'Bachelors (4 years)',YesExpired,36,four
High,USA,M,10,E,DT,Y,4,2.371205,0,PB,S,M,10,'Bachelors (4 years)',N,50,one
High-Mid,USA,M,11,E,DBA,N,1,2.371205,0,PB,S,M,48,'Associates (2 years)',YesValid,40,zero
Low,Sweden,M,17,E,DBA,N,17,2.371205,0,PB,S,M,10,Masters,YesExpired,40,zero
Low-Mid,Canada,M,19,E,DBA,N,10,2.371205,6,PB,S,M,430,'Bachelors (4 years)',N,45,one
High-Mid,USA,M,15,E,DBA,N,1,2.371205,0,PB,S,M,4,'None (no degree completed)',N,40,two
Low,Bulgaria,M,10,E,DBA,N,10,2.371205,6,PB,S,M,10000,Masters,YesValid,48,zero
Low,Russia,M,4,E,E,N,1,2.371205,4,FG,S,M,100,Masters,YesValid,40,zero
High,USA,M,17,E,DBA,N,5,2.371205,1,PB,S,M,12,'None (no degree completed)',N,42,two
Low,UK,M,7,E,DBA,N,7,2.371205,2,LG,S,M,40,Masters,YesValid,38,zero
High-Mid,USA,M,8,EC,DT,N,1,2.371205,1,PB,S,M,4,Masters,YesValid,40,zero
High,USA,M,10,I,DS,Y,5,2.371205,3,PB,S,M,3,Masters,YesExpired,40,zero
Low,Canada,M,1,E,DBA,N,1,2.371205,0,PB,S,M,30,'None (no degree completed)',N,35,zero
Low-Mid,USA,M,15,E,DBA,N,2,2.371205,2,LG,S,M,60,Masters,YesExpired,40,zero
High-Mid,USA,M,25,E,DBA,N,20,2.371205,2,PB,S,M,200,'Associates (2 years)',N,40,one
Low-Mid,USA,M,5,E,AN,N,3,2.371205,1,PB,S,M,1,'None (no degree completed)',N,40,zero
Low,UK,M,16,E,D,Y,10,2.371205,0,PB,S,M,5,'None (no degree completed)',N,40,three
High,USA,M,18,E,A,Y,7,2.371205,6,PB,S,M,70,'Bachelors (4 years)',YesExpired,60,five
High,USA,M,12,E,DBA,Y,8,2.371205,0,PB,S,M,120,'Bachelors (4 years)',YesExpired,45,zero
High-Mid,USA,M,16,E,AN,N,13,2.371205,0,PB,S,M,10,'Associates (2 years)',N,40,zero
High-Mid,USA,M,8,E,A,N,5,2.371205,1,PB,S,M,120,Masters,YesExpired,40,three
High-Mid,USA,M,10,E,DBA,N,2,2.371205,0,PB,S,M,20,'Bachelors (4 years)',YesExpired,40,five
High-Mid,USA,M,16,E,DBA,Y,6,2.371205,0,LG,S,M,52,'Bachelors (4 years)',N,40,zero
High,USA,M,20,E,DA,N,5,2.371205,0,PB,S,M,40,Masters,YesValid,40,zero
Low-Mid,UK,M,12,E,A,Y,12,2.371205,0,PB,S,M,200,'Bachelors (4 years)',N,45,zero
Low,Canada,M,10,E,DBA,N,6,2.371205,2,SG,S,M,160,'Associates (2 years)',YesValid,36,zero
High,USA,M,20,E,DBA,N,20,2.371205,6,PB,S,M,1000,'Bachelors (4 years)',N,40,one
Low-Mid,USA,M,4,E,DBA,N,1,2.371205,1,PB,S,M,14,'None (no degree completed)',N,45,two
Low-Mid,USA,M,9,E,DBA,N,9,2.371205,1,LG,S,M,29,'Bachelors (4 years)',N,40,zero
High,USA,M,21,E,DT,N,5,2.371205,0,PB,S,M,10,'Bachelors (4 years)',N,45,one
Low,USA,M,5,EC,DT,N,1,2.371205,3,PB,S,M,4,'Bachelors (4 years)',N,45,five
Low,Brazil,M,3,E,DBA,N,3,2.371205,2,PB,S,M,25,'Bachelors (4 years)',YesValid,60,zero
High,USA,M,15,E,DBA,Y,4,2.371205,1,PB,S,M,40,'None (no degree completed)',YesValid,40,one
Low,India,MS,2,E,DBA,N,2,2.371205,2,PB,S,M,30,'Bachelors (4 years)',N,45,zero
Low,UK,M,5,EC,D,N,1,2.371205,6,PB,S,M,5,'None (no degree completed)',N,37,zero
High-Mid,USA,M,17,E,DBA,Y,14,2.371205,4,PB,S,M,400,'None (no degree completed)',YesValid,45,zero
High-Mid,USA,M,17,E,DBA,N,10,2.371205,2,LG,S,M,35,'Bachelors (4 years)',YesExpired,43,zero
High-Mid,USA,M,21,E,DBA,Y,12,2.371205,1,PB,S,M,300,'Associates (2 years)',YesExpired,45,zero
High,USA,M,32,E,A,Y,2,2.371205,0,PB,S,M,20,'Associates (2 years)',N,65,zero
High-Mid,USA,M,10,E,D,N,6,2.371205,1,PB,S,M,20,Masters,N,45,zero
Low,South-Africa,M,20,E,DBA,N,20,2.371205,0,PB,S,M,20,'Associates (2 years)',YesValid,40,zero
High,USA,M,12,E,DBA,Y,1,2.371205,6,PB,S,M,1500,'Associates (2 years)',YesExpired,45,one
Low-Mid,UK,M,15,E,A,Y,3,2.371205,0,PB,S,M,150,'Bachelors (4 years)',YesExpired,40,zero
High-Mid,USA,M,8,E,DBA,N,6,2.371205,0,PB,S,M,15,'None (no degree completed)',YesValid,40,zero
Low,South-Africa,M,11,E,DBA,Y,11,2.371205,3,PB,S,M,150,'None (no degree completed)',YesValid,40,zero
High-Mid,USA,M,18,E,DBA,N,4,2.371205,0,PB,S,M,50,'Bachelors (4 years)',YesExpired,45,zero
High-Mid,USA,M,10,E,DBA,N,10,2.371205,3,SG,S,M,30,'Bachelors (4 years)',YesValid,40,one
Low,Brazil,M,7,E,DBA,N,4,2.371205,0,PB,S,M,6,'Bachelors (4 years)',YesValid,8,zero
Low-Mid,Canada,M,12,E,AN,N,5,2.371205,5,SG,S,M,125,'Associates (2 years)',YesExpired,36,zero
Low-Mid,USA,M,11,E,DBA,N,2,2.371205,0,PB,S,M,5,'None (no degree completed)',YesExpired,40,zero
High-Mid,USA,M,15,EC,DBA,N,3,2.371205,0,SG,S,M,5,'Bachelors (4 years)',N,47,zero
High,USA,M,15,E,A,N,2,2.371205,2,PB,S,M,100,'Bachelors (4 years)',N,40,five
Low-Mid,USA,M,10,E,DA,N,3,2.371205,3,SG,S,M,4,'Bachelors (4 years)',N,40,zero
High,USA,M,13,E,DBA,N,10,2.371205,0,PB,S,M,55,'Bachelors (4 years)',YesValid,40,zero
Low-Mid,USA,M,5,E,E,N,5,2.371205,6,PB,S,M,100,'Bachelors (4 years)',YesExpired,40,one
High,USA,M,9,E,AN,N,6,2.371205,0,LG,S,M,4,Masters,N,40,zero
Low-Mid,USA,M,15,E,DBA,N,15,2.371205,2,SG,S,M,35,'Bachelors (4 years)',N,45,zero
High,USA,MS,6,E,DBA,N,16,2.371205,1,PB,S,M,50,Masters,YesExpired,45,one
Low-Mid,USA,M,5,E,DBA,N,3,2.371205,4,PB,S,M,250,'Associates (2 years)',N,40,five
High,USA,M,10,E,A,N,1,2.371205,0,FG,S,M,20,'Bachelors (4 years)',YesExpired,40,zero
Low-Mid,USA,M,15,E,DBA,N,2,2.371205,0,PB,S,M,10,'Bachelors (4 years)',YesExpired,38,zero
High-Mid,USA,M,20,E,DBA,N,20,2.371205,1,PB,S,M,100,'Bachelors (4 years)',YesExpired,45,zero
High,USA,M,20,EC,DA,N,20,2.371205,2,PB,S,M,10,Doctorate/PhD,YesValid,40,two
High-Mid,USA,M,16,E,DBA,N,16,2.371205,1,PB,S,M,110,'Bachelors (4 years)',N,37,two
Low,USA,MA,2,E,DA,N,2,2.371205,0,PB,S,M,2,'None (no degree completed)',YesExpired,45,zero
High-Mid,USA,M,17,E,DBA,N,5,2.371205,0,PB,S,M,5,Masters,YesValid,45,zero
Low-Mid,Norway,M,2,EC,DBA,N,2,2.371205,0,PB,S,M,46,'Bachelors (4 years)',YesValid,40,five
High-Mid,USA,M,11,E,DT,N,17,2.371205,2,PB,S,M,5,'Associates (2 years)',N,45,zero
Low-Mid,USA,P,3,E,DBA,N,3,2.371205,4,LG,S,M,50,'Bachelors (4 years)',YesExpired,45,zero
Low-Mid,USA,M,10,E,DBA,N,4,2.371205,1,LG,S,M,30,'None (no degree completed)',N,35,zero
Low,USA,M,15,E,DA,N,7,2.371205,0,PB,S,M,13,'Bachelors (4 years)',N,40,zero
High-Mid,USA,M,9,E,DBA,N,5,2.371205,1,PB,S,M,1000,'None (no degree completed)',N,40,three
High,USA,M,27,E,DBA,Y,10,2.371205,0,PB,S,M,17,'None (no degree completed)',N,50,zero
High,USA,M,17,I,E,N,17,2.371205,0,PB,S,M,15,'None (no degree completed)',YesValid,50,five
High,USA,M,10,E,DBA,N,2,2.371205,0,PB,S,M,15,'Bachelors (4 years)',YesValid,40,zero
High,USA,M,1,E,A,Y,5,2.371205,1,PB,S,M,10,'None (no degree completed)',N,50,zero
High-Mid,USA,M,6,EC,DA,Y,2,2.371205,4,PB,S,M,20,'Bachelors (4 years)',YesValid,45,zero
High-Mid,USA,M,16,E,DBA,N,16,2.371205,6,PB,S,M,800,'None (no degree completed)',N,44,one
High-Mid,USA,M,18,EC,DBA,Y,8,2.371205,3,PB,S,M,100,'Associates (2 years)',YesValid,40,five
Low,Turkey,M,10,E,DBA,Y,5,2.371205,1,PB,S,M,40,'Bachelors (4 years)',N,40,zero
Low,Romania,M,12,E,A,N,3,2.371205,0,PB,S,M,300,'Bachelors (4 years)',N,40,zero
Low-Mid,UK,M,13,E,D,N,1,2.371205,6,PB,S,M,1,'Bachelors (4 years)',YesExpired,38,zero
High,USA,M,12,E,E,N,2,2.371205,1,PB,S,M,10,'None (no degree completed)',N,41,one
Low-Mid,USA,M,16,E,E,N,12,2.371205,0,PB,S,M,4,'Bachelors (4 years)',YesExpired,40,zero
High-Mid,USA,M,17,E,DBAG,N,13,2.371205,3,LG,S,M,6,Masters,YesExpired,40,zero
Low,Sweden,M,10,E,DBA,N,10,2.371205,4,PB,S,M,30,'Bachelors (4 years)',N,40,one
Low-Mid,USA,M,5,E,DT,N,1,2.371205,1,PB,S,M,75,'Bachelors (4 years)',YesValid,50,zero
High,USA,O,25,E,A,N,4,2.371205,3,PB,S,M,10,Masters,YesExpired,45,zero
High-Mid,USA,M,14,E,DBA,N,9,2.371205,2,PB,S,M,12,'Bachelors (4 years)',N,45,zero
High-Mid,USA,M,12,E,D,N,12,2.371205,0,PB,S,M,2,Masters,N,40,two
High-Mid,USA,M,11,E,DBA,N,11,2.371205,0,PB,S,M,35,'Associates (2 years)',YesExpired,65,two
High-Mid,Canada,M,10,E,M,Y,3,2.371205,0,PB,S,M,8,'Associates (2 years)',N,65,one
High-Mid,USA,M,8,E,DBA,N,8,2.371205,2,PB,S,M,80,'Bachelors (4 years)',YesValid,45,five
High,USA,M,16,E,DBA,Y,8,2.371205,0,PB,S,M,11,Masters,YesExpired,55,zero
Low,Canada,M,15,E,DBA,Y,10,2.371205,1,SG,S,M,6,'Associates (2 years)',YesValid,35,three
High-Mid,USA,M,11,E,DBA,N,11,2.371205,1,FG,S,M,50,'Bachelors (4 years)',N,40,five
High,USA,M,16,E,DBA,Y,4,2.371205,1,PB,S,M,35,'Bachelors (4 years)',YesValid,45,one
High,USA,M,20,E,DBA,N,8,2.371205,4,PB,S,M,150,'Associates (2 years)',YesValid,40,one
High-Mid,USA,M,14,E,DBA,N,20,2.371205,0,PB,S,M,30,'Bachelors (4 years)',N,42,zero
High-Mid,USA,M,8,E,DBA,N,2,2.371205,0,PB,S,M,3,'Bachelors (4 years)',N,42,zero
High-Mid,USA,M,15,E,DBA,N,5,2.371205,1,PB,S,M,25,'Bachelors (4 years)',YesExpired,45,zero
High,USA,M,15,E,DBA,N,10,2.371205,2,PB,S,M,100,Masters,YesExpired,50,one
Low,USA,M,5,E,DT,N,5,2.371205,1,PB,S,M,3,'Bachelors (4 years)',N,50,one
Low-Mid,USA,M,9,E,DBA,N,7,2.371205,3,PB,S,M,150,'Bachelors (4 years)',N,45,two
High,USA,M,25,E,DBA,Y,10,2.371205,0,PB,S,M,21,'None (no degree completed)',YesExpired,35,five
Low,Netherlands,M,8,E,DBA,N,8,2.371205,0,PB,S,M,8,'None (no degree completed)',YesExpired,40,zero
Low-Mid,USA,M,20,E,DT,N,20,2.371205,2,PB,S,M,5,'None (no degree completed)',N,40,zero
Low,Lithuania,M,12,E,DBA,N,2,2.371205,3,PB,S,M,150,Masters,YesExpired,40,four
High,USA,M,18,E,DBA,N,2,2.371205,1,PB,S,M,60,'Bachelors (4 years)',YesExpired,38,zero
High-Mid,USA,M,10,E,A,N,2,2.371205,0,PB,S,M,5,'Bachelors (4 years)',N,45,zero
High-Mid,USA,M,11,E,DBA,Y,10,2.371205,0,FG,S,M,300,'Bachelors (4 years)',YesExpired,45,one
Low,UK,M,5,E,DA,N,1,2.371205,1,PB,S,M,2,Masters,N,35,zero
Low-Mid,USA,M,3,E,D,N,3,2.371205,2,LG,S,M,5,'Bachelors (4 years)',N,40,zero
Low-Mid,USA,M,20,E,DBA,N,3,2.371205,0,PB,S,M,45,'Bachelors (4 years)',N,40,one
High-Mid,USA,M,8,E,DBA,N,5,2.371205,2,PB,S,M,57,'Bachelors (4 years)',N,42,zero
Low-Mid,USA,M,12,E,D,N,4,2.371205,3,PB,S,M,8,'None (no degree completed)',YesExpired,42,zero
High,USA,O,20,I,DBA,Y,10,2.371205,0,PB,S,M,35,'Bachelors (4 years)',YesValid,40,five
High,Canada,M,15,I,A,N,20,2.371205,0,SG,S,M,12,'Associates (2 years)',N,40,one
High-Mid,USA,M,15,E,DBA,Y,10,2.371205,4,LG,S,M,50,'Associates (2 years)',N,50,zero
Low,Poland,M,10,I,DT,N,10,2.371205,6,PB,S,M,6,Masters,YesValid,40,zero
High-Mid,USA,M,10,E,DBA,N,3,2.371205,6,PB,S,M,35,'Bachelors (4 years)',N,40,zero
High-Mid,USA,M,13,E,E,N,1,2.371205,6,PB,S,M,57,'Bachelors (4 years)',YesExpired,40,zero
High-Mid,USA,M,7,E,DBA,N,7,2.371205,0,PB,S,M,43,'None (no degree completed)',YesExpired,45,zero
